Levenshtein Distance,Primary Movie,Secondary Movie
32.0,Father of the Bride Part II,The Long Kiss Goodnight
44.0,Father of the Bride Part II,Diary of a Seducer
36.0,Father of the Bride Part II,The Truth About Cats and Dogs
31.0,Father of the Bride Part II,Bed of Roses
18.0,Father of the Bride Part II,Pursuit
27.0,Father of the Bride Part II,Sons and Warriors
29.0,Father of the Bride Part II,Ma Vie En Rose
44.0,Father of the Bride Part II,Leave it to Beaver
24.0,Father of the Bride Part II,Gattaca
37.0,Father of the Bride Part II,The Winter Guest
30.0,Father of the Bride Part II,Fools Rush In
38.0,Father of the Bride Part II,Ever After
7.0,Father of the Bride Part II,P5
26.0,Father of the Bride Part II,Citizen Ruth
17.0,Father of the Bride Part II,Election
39.0,Father of the Bride Part II,The Myth of Fingerprints
35.0,Father of the Bride Part II,Harriet
42.0,Father of the Bride Part II,Forces of Nature
21.0,Father of the Bride Part II,Money Talks
22.0,Father of the Bride Part II,Rush Hour
26.0,Father of the Bride Part II,Spice World
43.0,Father of the Bride Part II,For Richer or Poorer
29.0,Father of the Bride Part II,De Versterking
44.0,Father of the Bride Part II,When the Cat' Away
27.0,Father of the Bride Part II,Un Air de Famille
34.0,Father of the Bride Part II,The Grass Harp
18.0,Father of the Bride Part II,Pippi Longstocking
25.0,Father of the Bride Part II,The Landgirls
38.0,Father of the Bride Part II,East Side Story
31.0,Father of the Bride Part II,A Long Day's Journey Into Night
26.0,Father of the Bride Part II,Disoriented
42.0,Father of the Bride Part II,Dream With the Fishes
28.0,Father of the Bride Part II,Addicted to Love
24.0,Father of the Bride Part II,Practical Magic
34.0,Father of the Bride Part II,Kiss the Girls
21.0,Father of the Bride Part II,Nil By Mouth
38.0,Father of the Bride Part II,The Daytrippers
18.0,Father of the Bride Part II,Selena
17.0,Father of the Bride Part II,Soul Food
22.0,Father of the Bride Part II,Mouse Hunt
6.0,Father of the Bride Part II,Gummo
33.0,Father of the Bride Part II,The Brave
36.0,Father of the Bride Part II,Kull the Conqueror
26.0,Father of the Bride Part II,The Locusts
19.0,Father of the Bride Part II,Jungle 2 Jungle
6.0,Father of the Bride Part II,Mulan
16.0,Father of the Bride Part II,L.A. Johns
6.0,Father of the Bride Part II,Hush
16.0,Father of the Bride Part II,Switchback
22.0,Father of the Bride Part II,Booty Call
26.0,Father of the Bride Part II,Bad Manners
12.0,Father of the Bride Part II,Sunday
39.0,Father of the Bride Part II,Conspirators of Pleasure
22.0,Father of the Bride Part II,Crocodile
29.0,Father of the Bride Part II,The Texas Chainsaw Massacre: The Next Generation
21.0,Father of the Bride Part II,Eve's Bayou
31.0,Father of the Bride Part II,A Smile Like Yours
23.0,Father of the Bride Part II,Albino Alligator
18.0,Father of the Bride Part II,Flubber
29.0,Father of the Bride Part II,The Edge
0.0,Father of the Bride Part II,M10
29.0,Father of the Bride Part II,The Incedibly True Adventures of Two Girls n Love
40.0,Father of the Bride Part II,Kicked in the Head
31.0,Father of the Bride Part II,"Cinemas d'Europe, Les virtuoses"
21.0,Father of the Bride Part II,Brassed Off
31.0,Father of the Bride Part II,Little Voice
34.0,Father of the Bride Part II,The Peacemaker
26.0,Father of the Bride Part II,Deep Impact
23.0,Father of the Bride Part II,Riding The Rails
29.0,Father of the Bride Part II,Karakter
29.0,Father of the Bride Part II,She's So Lovely
33.0,Father of the Bride Part II,In the Company of Men
30.0,Father of the Bride Part II,Your Friends and Neighbors
24.0,Father of the Bride Part II,The Full Monty
45.0,Father of the Bride Part II,Children of the Revolution
25.0,Father of the Bride Part II,Boogie Nights
0.0,Father of the Bride Part II,C5
29.0,Father of the Bride Part II,"Comrades, A Love Story"
38.0,Father of the Bride Part II,The Love Letter
32.0,Father of the Bride Part II,Masterminds
43.0,Father of the Bride Part II,Prisoner of the Mountain
30.0,Father of the Bride Part II,"Waving, Not Drowning"
36.0,Father of the Bride Part II,'Til There Was You
18.0,Father of the Bride Part II,Anthem
20.0,Father of the Bride Part II,Vegas Vacation
30.0,Father of the Bride Part II,Love Serenade
29.0,Father of the Bride Part II,Con Air 
33.0,Father of the Bride Part II,The General's Daughter
13.0,Father of the Bride Part II,Johns
22.0,Father of the Bride Part II,Big Night
30.0,Father of the Bride Part II,The Impostors
32.0,Father of the Bride Part II,Eye of God
28.0,Father of the Bride Part II,8 Heads in a Duffel Bag
33.0,Father of the Bride Part II,Liar Liar
32.0,Father of the Bride Part II,Patch Adams
33.0,Father of the Bride Part II,The Celebration
24.0,Father of the Bride Part II,"Kiss me, Guido"
16.0,Father of the Bride Part II,Gridlock'd
29.0,Father of the Bride Part II,ff Yeh Mohabbat
19.0,Father of the Bride Part II,Hollywood Night
29.0,Father of the Bride Part II,La Vie en Rose
13.0,Father of the Bride Part II,Ermo
30.0,Father of the Bride Part II,The Emperor's Shadow
16.0,Father of the Bride Part II,Turbulence
22.0,Father of the Bride Part II,In and Out
30.0,Father of the Bride Part II,Paradise Road
28.0,Father of the Bride Part II,Safe Home
12.0,Father of the Bride Part II,Copland
35.0,Father of the Bride Part II,Vampire Vixens from Venus
29.0,Father of the Bride Part II,Lois and Clark
35.0,Father of the Bride Part II,The Prince of Egypt
16.0,Father of the Bride Part II,Hemoglobin
24.0,Father of the Bride Part II,Open Your Eyes
7.0,Father of the Bride Part II,Sue
38.0,Father of the Bride Part II,A chinese Ghost Story: The Tsui Hark Animation
31.0,Father of the Bride Part II,Ankhon Mein Tum Ho
24.0,Father of the Bride Part II,Priest
17.0,Father of the Bride Part II,Ravenous
27.0,Father of the Bride Part II,Hilary and Jackie
32.0,Father of the Bride Part II,Map of Love
35.0,Father of the Bride Part II,Brother
27.0,Father of the Bride Part II,Gods and Monsters
33.0,Father of the Bride Part II,La vie de Jesus
16.0,Father of the Bride Part II,L'Humanite
39.0,Father of the Bride Part II,Under the Skin
30.0,Father of the Bride Part II,Jenseits der Stille
32.0,Father of the Bride Part II,The X-files
14.0,Father of the Bride Part II,PI
21.0,Father of the Bride Part II,Clay Pigeons
20.0,Father of the Bride Part II,Kissing a Fool
26.0,Father of the Bride Part II,Cousin Bette
38.0,Father of the Bride Part II,The Opposite of  Sex
22.0,Father of the Bride Part II,Hero No.1
22.0,Father of the Bride Part II,Ten Benny
28.0,Father of the Bride Part II,River Red
27.0,Father of the Bride Part II,Port Djema
6.0,Father of the Bride Part II,Antz
36.0,Father of the Bride Part II,The Wedding Singer
31.0,Father of the Bride Part II,The Waterboy
32.0,Father of the Bride Part II,Quest for Camelot
44.0,Father of the Bride Part II,Steam: The Turkish Bath
32.0,Father of the Bride Part II,Waiting to Exhale
39.0,Father of the Bride Part II,The Negotiator
13.0,Father of the Bride Part II,Hope
20.0,Father of the Bride Part II,Pleasantville
17.0,Father of the Bride Part II,Minus Man
33.0,Father of the Bride Part II,A Night at the Roxbury
6.0,Father of the Bride Part II,Ishq
18.0,Father of the Bride Part II,Paulie
21.0,Father of the Bride Part II,Strangeland
21.0,Father of the Bride Part II,Urban Legend
36.0,Father of the Bride Part II,Arguing the World
13.0,Father of the Bride Part II,Swiri
30.0,Father of the Bride Part II,H.C. Andersen og den Skoeve Skygge
32.0,Father of the Bride Part II,Babymother
29.0,Father of the Bride Part II,Love Walked In
26.0,Father of the Bride Part II,Left Luggage
11.0,Father of the Bride Part II,SLC Punk!
32.0,Father of the Bride Part II,Zero Effect
37.0,Father of the Bride Part II,"First Love, Last Rites"
7.0,Father of the Bride Part II,ds
25.0,Father of the Bride Part II,Clockwatchers
31.0,Father of the Bride Part II,Waking  Ned Divine
29.0,Father of the Bride Part II,Divorce Iranian Style
23.0,Father of the Bride Part II,High Art
36.0,Father of the Bride Part II,Down in the Delta
37.0,Father of the Bride Part II,"Frau Rettich, die Czerni, und ich"
32.0,Father of the Bride Part II,I Got the Hook-Up
26.0,Father of the Bride Part II,Office Space
24.0,Father of the Bride Part II,All is Routine
26.0,Father of the Bride Part II,Simon Birch
38.0,Father of the Bride Part II,Marie Baie des Anges
24.0,Father of the Bride Part II,Western
42.0,Father of the Bride Part II,Home Before Dark
31.0,Father of the Bride Part II,Das Merkwuerdige Verhalten geschlechtsreifer Grossstaedter zur Paarungszeit
25.0,Father of the Bride Part II,Killer Condom
22.0,Father of the Bride Part II,Ringmaster
26.0,Father of the Bride Part II,Unmade Beds
39.0,Father of the Bride Part II,"Martha - Meet Frank, Daniel and Laurence"
0.0,Father of the Bride Part II,G10
30.0,Father of the Bride Part II,Place Vendome
45.0,Father of the Bride Part II,Day at the  Beach
32.0,Father of the Bride Part II,The Rugrats Movie
26.0,Father of the Bride Part II,Bugis Street
17.0,Father of the Bride Part II,Bishonen
18.0,Father of the Bride Part II,Savior
53.0,Father of the Bride Part II,Lulu on the Bridge
29.0,Father of the Bride Part II,Very Bad Things
20.0,Father of the Bride Part II,Sliding Doors
27.0,Father of the Bride Part II,Wrongfully Accused
27.0,Father of the Bride Part II,Shopping for Fangs
18.0,Father of the Bride Part II,Hi Life
19.0,Father of the Bride Part II,Living Out Loud
27.0,Father of the Bride Part II,The Wounds
25.0,Father of the Bride Part II,Shooting Fish
15.0,Father of the Bride Part II,T:Judas Kiss
22.0,Father of the Bride Part II,Elizabeth
13.0,Father of the Bride Part II,Bruno
19.0,Father of the Bride Part II,Blade
29.0,Father of the Bride Part II,The Great Emperor's Concubine
39.0,Father of the Bride Part II,The Inheritors
18.0,Father of the Bride Part II,Hit Me
29.0,Father of the Bride Part II,Whatever
12.0,Father of the Bride Part II,Mighty
26.0,Father of the Bride Part II,Welcome to Woop Woop
38.0,Father of the Bride Part II,Concert of Wills: Making the Getty Center
33.0,Father of the Bride Part II,Fast Food
26.0,Father of the Bride Part II,Let's Talk About Sex
31.0,Father of the Bride Part II,The Hanging Garden
28.0,Father of the Bride Part II,Digging to China
33.0,Father of the Bride Part II,Slums of Beverly Hills
12.0,Father of the Bride Part II,Orgazmo
22.0,Father of the Bride Part II,Lola Rennt
27.0,Father of the Bride Part II,American History X
16.0,Father of the Bride Part II,Buffalo '66
24.0,Father of the Bride Part II,Broadway Damage
29.0,Father of the Bride Part II,Thrane's Method
23.0,Father of the Bride Part II,Madeline
18.0,Father of the Bride Part II,Virasat
29.0,Father of the Bride Part II,Central Station
26.0,Father of the Bride Part II,The Scalper
17.0,Father of the Bride Part II,Senseless
18.0,Father of the Bride Part II,Merlin
37.0,Father of the Bride Part II,"Major League, Back to the Minors"
24.0,Father of the Bride Part II,Might Joe Young
27.0,Father of the Bride Part II,Waking Ned Devine
31.0,Father of the Bride Part II,Permanent Midnight
33.0,Father of the Bride Part II,Playing by Heart
24.0,Father of the Bride Part II,One True Thing
7.0,Father of the Bride Part II,i10
18.0,Father of the Bride Part II,Kadosh
0.0,Father of the Bride Part II,v10
12.0,Father of the Bride Part II,Moloch
38.0,Father of the Bride Part II,All the Pretty Horses
17.0,Father of the Bride Part II,Following
7.0,Father of the Bride Part II,e10
22.0,Father of the Bride Part II,Iris Blond
0.0,Father of the Bride Part II,W10
34.0,Father of the Bride Part II,Last September
0.0,Father of the Bride Part II,xxx
17.0,Father of the Bride Part II,Meschugge
0.0,Father of the Bride Part II,j10
19.0,Father of the Bride Part II,Leila
36.0,Father of the Bride Part II,Edge of Seventeen
0.0,Father of the Bride Part II,J10
31.0,Father of the Bride Part II,Photographer
32.0,Father of the Bride Part II,The Dreamlife of Angels
28.0,Father of the Bride Part II,Friends & Lovers
0.0,Father of the Bride Part II,u1
30.0,Father of the Bride Part II,10 Things I Hate About You
25.0,Father of the Bride Part II,"Lock, Stock, and Two Smoking Barrels"
31.0,Father of the Bride Part II,The Bachelor
30.0,Father of the Bride Part II,The Minus Man
35.0,Father of the Bride Part II,The Underground Orchestra
29.0,Father of the Bride Part II,C1td> T:Xiu Xiu: The Sent Down Girl
0.0,Father of the Bride Part II,99
45.0,Father of the Bride Part II,Jeanne and the Perfect Guy
0.0,Father of the Bride Part II,G1
32.0,Father of the Bride Part II,Ratcatcher
35.0,Father of the Bride Part II,Private Confessions
22.0,Father of the Bride Part II,Metroland
21.0,Father of the Bride Part II,Notting Hill
24.0,Father of the Bride Part II,200 Cigarettes
32.0,Father of the Bride Part II,Never Been Kissed
35.0,Father of the Bride Part II,Lenny Bruce: Swear to Tell the Truth
22.0,Father of the Bride Part II,The Apple
0.0,Father of the Bride Part II,w10
36.0,Father of the Bride Part II,A Walk on the Moon
18.0,Father of the Bride Part II,Paulina
0.0,Father of the Bride Part II,0
28.0,Father of the Bride Part II,Red Dwarf
7.0,Father of the Bride Part II,h10
36.0,Father of the Bride Part II,The Emperor and the Assassin
30.0,Father of the Bride Part II,Message in a Bottle
23.0,Father of the Bride Part II,Cruel Intentions
38.0,Father of the Bride Part II,The Color of Courage
32.0,Father of the Bride Part II,Sachem Farm
39.0,Father of the Bride Part II,The Governess 
36.0,Father of the Bride Part II, Circle of Friends
22.0,Father of the Bride Part II, Sleepers
23.0,Father of the Bride Part II,An Ideal Husband
23.0,Father of the Bride Part II,Cryptic Seduction
8.0,Heat,Always Tell Your Wife
21.0,Heat,Number Thirteen
22.0,Heat,Woman to Woman
21.0,Heat,The Passionate Adventure
22.0,Heat,The Blackguard
17.0,Heat,The Pleasure Garden
18.0,Heat,The Mountain Eagle
10.0,Heat,The Lodger: A Story of The London Fog
0.0,Heat,Downhill
27.0,Heat,Easy Virtue
17.0,Heat,The Ring
19.0,Heat,The Farmer's Wife
15.0,Heat,Champagne
33.0,Heat,Harmony Heaven
27.0,Heat,The Manxman
15.0,Heat,Blackmail
21.0,Heat,Elstree Calling
17.0,Heat,Juno And The Paycock
18.0,Heat,Murder!
24.0,Heat,The Skin Game
20.0,Heat,Rich and Strange
20.0,Heat,Number Seventeen
17.0,Heat,Lord Camber's Ladies
17.0,Heat,Waltzes From Vienna
14.0,Heat,The Man Who Knew Too Much
25.0,Heat,The 39 Steps
25.0,Heat,Secret Agent
33.0,Heat,Sabotage
18.0,Heat,Young and Innocent
19.0,Heat,The Lady Vanishes
13.0,Heat,Jamaica Inn
36.0,Heat,Rebecca
16.0,Heat,Foreign Correspondent
18.0,Heat,Mr.~and Mrs.~Smith
0.0,Heat,Suspicion
33.0,Heat,Saboteur
19.0,Heat,Shadow of a Doubt
50.0,Heat,Lifeboat
14.0,Heat,Spellbound
15.0,Heat,Notorious
19.0,Heat,The Paradine Case
25.0,Heat,Rope
21.0,Heat,Under Capricorn
25.0,Heat,Stage Fright
17.0,Heat,Strangers on a Train
15.0,Heat,I Confess
10.0,Heat,Dial M for Murder
27.0,Heat,Rear Window
20.0,Heat,To Catch a Thief
15.0,Heat,The Trouble with Harry
24.0,Heat,The Wrong Man
36.0,Heat,Vertigo
18.0,Heat,North by Northwest
0.0,Heat,Psycho
15.0,Heat,The Birds
20.0,Heat,Marnie
13.0,Heat,Torn Curtain
22.0,Heat,Topaz
20.0,Heat,Frenzy
27.0,Heat,Family Plot
19.0,Heat,Aventure Malgache
14.0,Heat,Bon Voyage
18.0,Heat,Revenge
31.0,Heat,Breakdown
15.0,Heat,The Case of Mr.~Pelham
18.0,Heat,Back For Christmas
38.0,Heat,Wet Saturday
15.0,Heat,Mr.~Blanchhard's Secret
9.0,Heat,One More Mile To Go
0.0,Heat,Four O'Clock
19.0,Heat,The Perfect Crime
24.0,Heat,Lamb To The Slaughter
10.0,Heat,A Dip In The Pool
0.0,Heat,Poison
11.0,Heat,Banquo's Chair
20.0,Heat,Arthur
18.0,Heat,The Crystal Trench
17.0,Heat,Incident At A Corner
16.0,Heat,Mrs.~Bixby And The Colonel's Coat
32.0,Heat,The Horseplayer
19.0,Heat,Bang! You're Dead
8.0,Heat,I Saw The Whole Thing
9.0,Heat,The Edison Kinetopic Record of A Sneeze
11.0,Heat,"Terrible Teddy, the Grizzly King"
7.0,Heat,La Premiere Seance du Salon Indien au Grand Caf\'e
12.0,Heat,La Sortie des Usines Lumi\`ere
13.0,Heat,Arriv\'ee d'un train en G\^are de la Ciatat
